TargetID	ProbeID	1377192003_A.AVG_Signal	1377192003_A.Detection Pval	1377192003_B.AVG_Signal	1377192003_B.Detection Pval	1377192003_C.AVG_Signal	1377192003_C.Detection Pval	1377192003_D.AVG_Signal	1377192003_D.Detection Pval	1377192003_E.AVG_Signal	1377192003_E.Detection Pval	1377192003_F.AVG_Signal	1377192003_F.Detection Pval	1377192004_A.AVG_Signal	1377192004_A.Detection Pval	1377192004_B.AVG_Signal	1377192004_B.Detection Pval	1377192004_C.AVG_Signal	1377192004_C.Detection Pval	1377192004_D.AVG_Signal	1377192004_D.Detection Pval	1377192004_E.AVG_Signal	1377192004_E.Detection Pval	1377192004_F.AVG_Signal	1377192004_F.Detection Pval	1377192007_A.AVG_Signal	1377192007_A.Detection Pval	1377192007_B.AVG_Signal	1377192007_B.Detection Pval	1377192007_C.AVG_Signal	1377192007_C.Detection Pval	1377192007_D.AVG_Signal	1377192007_D.Detection Pval	1377192007_E.AVG_Signal	1377192007_E.Detection Pval	1377192007_F.AVG_Signal	1377192007_F.Detection Pval	1377192008_A.AVG_Signal	1377192008_A.Detection Pval	1377192008_B.AVG_Signal	1377192008_B.Detection Pval	1377192008_C.AVG_Signal	1377192008_C.Detection Pval	1377192008_D.AVG_Signal	1377192008_D.Detection Pval	1377192008_E.AVG_Signal	1377192008_E.Detection Pval	1377192008_F.AVG_Signal	1377192008_F.Detection Pval	1377192013_A.AVG_Signal	1377192013_A.Detection Pval	1377192013_B.AVG_Signal	1377192013_B.Detection Pval	1377192013_C.AVG_Signal	1377192013_C.Detection Pval	1377192013_D.AVG_Signal	1377192013_D.Detection Pval	1377192013_E.AVG_Signal	1377192013_E.Detection Pval	1377192013_F.AVG_Signal	1377192013_F.Detection Pval	1377192014_A.AVG_Signal	1377192014_A.Detection Pval	1377192014_B.AVG_Signal	1377192014_B.Detection Pval	1377192014_C.AVG_Signal	1377192014_C.Detection Pval	1377192014_D.AVG_Signal	1377192014_D.Detection Pval	1377192014_E.AVG_Signal	1377192014_E.Detection Pval	1377192014_F.AVG_Signal	1377192014_F.Detection Pval	1377192019_A.AVG_Signal	1377192019_A.Detection Pval	1377192019_B.AVG_Signal	1377192019_B.Detection Pval	1377192019_C.AVG_Signal	1377192019_C.Detection Pval	1377192019_D.AVG_Signal	1377192019_D.Detection Pval	1377192019_E.AVG_Signal	1377192019_E.Detection Pval	1377192019_F.AVG_Signal	1377192019_F.Detection Pval	1377192020_A.AVG_Signal	1377192020_A.Detection Pval	1377192020_B.AVG_Signal	1377192020_B.Detection Pval	1377192020_C.AVG_Signal	1377192020_C.Detection Pval	1377192020_D.AVG_Signal	1377192020_D.Detection Pval	1377192020_E.AVG_Signal	1377192020_E.Detection Pval	1377192020_F.AVG_Signal	1377192020_F.Detection Pval
biotin	100640061	11382.5	0	12893.18	0	13280.88	0	14722.34	0	14167.34	0	14592.07	0	14012.2	0	14486.77	0	13390.65	0	13071.97	0	14043.48	0	14416.93	0	11171.95	0	13947.17	0	13866.58	0	13012.22	0	12916.39	0	12064.89	0	11104.5	0	14186.53	0	13819.92	0	12888.83	0	13275.37	0	11182.98	0	14682.09	0	13562.12	0	14384.65	0	13914.8	0	14103.25	0	13490.93	0	14849.67	0	8051.692	0	13302.84	0	12845	0	9227.829	0	12557.64	0	14103.72	0	13729.95	0	12963.57	0	13016.6	0	11646.93	0	11573.93	0	13700.52	0	14376.92	0	12688.07	0	13023.61	0	13966.84	0	14275.66	0
biotin	640061	10383.84	0	11460.96	0	12201.81	0	13060.7	0	12797.87	0	12807.95	0	12567.18	0	12750.13	0	13622.53	0	11367.13	0	13119.19	0	13848.98	0	8596.777	0	11858.64	0	11776.61	0	11719.17	0	12061.14	0	9734.999	0	8961.494	0	11354.85	0	12236.32	0	10988.63	0	11302.76	0	9858.788	0	12903.95	0	13380.82	0	11786.69	0	11212.19	0	12360.53	0	11186.59	0	12233.02	0	12759.88	0	11368.02	0	10435.75	0	10869.71	0	10631.93	0	13697.91	0	12940.02	0	11286.86	0	10715.16	0	9765.652	0	9760.795	0	12205.47	0	12530.82	0	11973.52	0	10929.05	0	12411.28	0	11498.8	0
biotin	100560058	10363.31	0	12084.97	0	13339.61	0	13191.27	0	13491.45	0	13654.6	0	12116.32	0	13109.65	0	13190.41	0	11604.91	0	12535.83	0	13200.01	0	10175.95	0	12852.41	0	12761.11	0	12337.04	0	11700.17	0	11018.07	0	9486.252	0	12977.03	0	12356.77	0	11676.37	0	11773.18	0	10040.41	0	12963.68	0	12456.41	0	12764.81	0	11888.88	0	12564.85	0	11685.24	0	12857.82	0	8850.215	0	8659.494	0	11036.21	0	10691.09	0	10611.61	0	12470.47	0	13032.47	0	11844.1	0	11421.37	0	9985.805	0	9786.639	0	12602.75	0	12859.39	0	11707.59	0	11624.96	0	12050.91	0	12087.51	0
biotin	560058	10258.96	0	11704.41	0	12242.63	0	12699.78	0	12949.46	0	11837.65	0	12465.37	0	13037.39	0	13646.29	0	12505.25	0	13255.71	0	14134.07	0	9467.385	0	11716.53	0	11661.72	0	12768.24	0	11803.55	0	10736.9	0	9794.187	0	12344.89	0	12295.03	0	12151.61	0	11579.54	0	10433.72	0	13409.71	0	13699.25	0	12968.91	0	12475.94	0	12694.49	0	12258.05	0	12653.02	0	13352.63	0	12128.03	0	11939.1	0	12526.84	0	10940.41	0	14604.31	0	13596.51	0	12547.9	0	11784.95	0	10720.93	0	10884.82	0	12353.65	0	12602.47	0	12356.22	0	12261.45	0	13317.71	0	11736.44	0
cy3_hyb	350036	14145.08	0	16741.5	0	18222.47	0	18733.74	0	19055.15	0	18463.63	0	21305.43	0	20950.34	0	21873.97	0	18933.39	0	20428.28	0	22038.33	0	15310.46	0	17927.78	0	18232.88	0	17614.52	0	16854.15	0	15427.06	0	14348.91	0	17759.03	0	19217.03	0	16690.71	0	16098.18	0	14817.21	0	24458.11	0	21164.28	0	20765.81	0	20359.18	0	19548.01	0	19360.55	0	19727.38	0	20254.26	0	17956.15	0	18497.98	0	18425.02	0	16696.48	0	27503	0	26974.35	0	23002.78	0	21347.76	0	19492.34	0	19604.14	0	21471.13	0	21166.41	0	20085.16	0	19956.6	0	20961.38	0	19997.24	0
cy3_hyb	100350036	13986.1	0	14890.63	0	16407.42	0	18890.29	0	18523.51	0	19646.79	0	19809.45	0	20496.41	0	18375.82	0	16652.7	0	18425.84	0	18997.65	0	14846.44	0	18421.56	0	17504.51	0	17115.5	0	15777.32	0	14499.63	0	13107.68	0	17510.38	0	17567.04	0	15677.65	0	16655.75	0	13855.69	0	20344.36	0	18161.34	0	20567.77	0	18882.9	0	17237.92	0	18086.86	0	18417.7	0	13189.82	0	11612.69	0	16985.23	0	12141.42	0	16314.98	0	25066.62	0	22664.46	0	23789.3	0	20353.53	0	18927.5	0	17379.65	0	20172.88	0	20437.22	0	20282.92	0	17686.58	0	19393.39	0	19398.16	0
cy3_hyb	410045	10013.66	0	10100.67	0	11448.14	0	14024.11	0	12642.7	0	12158.33	0	14489.35	0	15576.3	0	15111.15	0	12375.38	0	13232.91	0	13957.78	0	8508.763	0	10570.61	0	10915.59	0	10993.08	0	10490.23	0	9019.69	0	7692.563	0	11108.42	0	10880.92	0	10425.64	0	9811.657	0	7947.774	0	13541.58	0	14679.97	0	11708.04	0	11139.62	0	12107.38	0	11410.83	0	11550.11	0	13333.85	0	10877.12	0	10747.37	0	10797.17	0	10175.79	0	17684.82	0	16740.47	0	16060.81	0	13401.3	0	12576	0	11619.42	0	14739.57	0	14601.57	0	13121.27	0	12339.91	0	13475.93	0	12832.44	0
cy3_hyb	100410045	17039.44	0	19208.07	0	19310.18	0	22215.79	0	22360.5	0	24369.05	0	24800.27	0	27835	0	24907.11	0	21703.08	0	22241.81	0	23909.01	0	18905.84	0	22010.41	0	20120.15	0	20391.55	0	20252.96	0	17982.56	0	17112.04	0	22091.92	0	21734.72	0	18559.87	0	19136.96	0	17991.07	0	26424	0	22856.49	0	25329.89	0	22950.38	0	22753.14	0	22754.97	0	23292.46	0	14368.4	0	15284.72	0	21700.75	0	19294.53	0	19345.19	0	29543.3	0	28088.63	0	27066.42	0	26987.28	0	24578.97	0	23350.31	0	23217.61	0	23255.39	0	21681.77	0	22602.31	0	23888.04	0	23964	0
cy3_hyb	190006	3645.243	0	4138.491	0	4398.602	0	4757.097	0	4082.526	0	4642.826	0	5083.671	0	5011.523	0	5075.984	0	4580.394	0	4679.979	0	4984.933	0	3339.694	0	4221.072	0	4313.594	0	4347.939	0	3860.702	0	3614.603	0	3170.447	0	4264.699	0	4335.208	0	3944.42	0	3874.23	0	3291.422	0	5126.168	0	5254.277	0	4686.588	0	4402.944	0	4262.393	0	4205.67	0	4295.954	0	5052.436	0	4275.708	0	4122.637	0	3735.607	0	3552.412	0	6555.284	0	6209.434	0	4894.169	0	4822.473	0	4552.14	0	4669.249	0	5298.55	0	5719.046	0	5094.495	0	4336.455	0	4974.389	0	4526.91	0
cy3_hyb	100190006	3659.429	0	3991.393	0	4710.301	0	5183.333	0	4857.587	0	5332.501	0	5106.363	0	5591.494	0	4957.353	0	4373.331	0	4706.486	0	5094.135	0	3746.207	0	4624.538	0	4832.416	0	4432.885	0	4359.325	0	3948.887	0	3275.616	0	5000.925	0	4569.781	0	3858.37	0	3852.385	0	3441.67	0	5546.237	0	5293.164	0	5337.882	0	4928.839	0	4892.58	0	4701.25	0	4893.496	0	2913.96	0	2675.715	0	4339.618	0	3830.178	0	4046.498	0	6243.731	0	5845.795	0	6094.289	0	5431.377	0	4832.229	0	5299.436	0	5425.384	0	5100.645	0	5048.597	0	4882.61	0	5169.24	0	5370.009	0
cy3_hyb	250013	4162.159	0	4487.015	0	4956.907	0	5468.61	0	5330.33	0	5437.652	0	5371.782	0	5663.72	0	5650.995	0	5101.117	0	5164.694	0	5967.669	0	3681.605	0	5277.436	0	5100.646	0	5493.027	0	4552.227	0	3983.823	0	3613.389	0	4527.327	0	4858.686	0	4507.574	0	4858.691	0	3789.114	0	6099.926	0	6187.239	0	5221.177	0	4941.369	0	4899.523	0	5142.712	0	5221.639	0	5601.092	0	4899.339	0	4294.143	0	4631.49	0	4308.415	0	7407.874	0	7581.998	0	5852.164	0	5730.421	0	4578.853	0	4581.724	0	6336.923	0	6573.772	0	5608.416	0	5316.727	0	5583.605	0	5410.492	0
cy3_hyb	100250013	3845.406	0	4326.402	0	4860.293	0	5004.035	0	4804.165	0	5460.727	0	5427.082	0	5227.738	0	5079.601	0	4644.494	0	4381.386	0	5132.928	0	3619.943	0	4833.953	0	4608.517	0	4550.846	0	3803.813	0	4169.532	0	3598.745	0	4701.594	0	4512.171	0	4337.504	0	4080.875	0	3768.683	0	5402.744	0	5343.157	0	5325.723	0	4659.631	0	4764.901	0	4909.76	0	5176.289	0	3931.355	0	3161.965	0	4143.211	0	3197.055	0	4259.438	0	6151.903	0	5405.331	0	5801.919	0	5228.532	0	5237.004	0	4557.492	0	6040.084	0	5200.492	0	4983.737	0	5050.55	0	5221.266	0	4805.828	0
cy3_hyb	100200007	337.4049	0	359.8095	0	396.81	0	418.3394	0	410.0202	0	450.9929	0	425.4641	0	431.5975	0	344.2518	0	377.8456	0	395.6221	0	448.8147	0	337.997	0	426.5702	0	391.5087	0	415.2516	0	354.2116	0	357.6461	0	318.3335	0	401.3234	0	396.1334	0	361.4583	0	356.3575	0	327.9061	0	462.1322	0	468.7958	0	465.4448	0	397.6659	0	400.9482	0	398.8931	0	434.3318	0	316.9174	0	249.0677	0	280.9992	0	309.3781	0	383.5547	0	512.8232	0	529.3319	0	452.5343	0	460.8259	0	375.4333	0	377.505	0	483.5127	0	444.5155	0	455.9951	0	442.1451	0	452.2486	0	438.9859	0
cy3_hyb	200007	277.5036	0	324.7556	0	357.5775	0	384.5529	0	349.0118	0	345.0616	0	365.1713	0	392.2862	0	395.4607	0	317.9843	0	373.9954	0	384.4431	0	272.0921	0	364.1107	0	375.1229	0	388.8096	0	341.6311	0	322.473	0	274.7538	0	356.2636	0	368.7328	0	340.8324	0	316.3249	0	281.6626	0	400.1035	0	388.1462	0	365.571	0	333.3032	0	365.1126	0	349.7714	0	371.5352	0	394.8578	0	338.6852	0	313.0245	0	319.8472	0	281.8451	0	479.304	0	448.5123	0	366.8104	0	392.4857	0	372.1018	0	357.8328	0	413.2095	0	398.0945	0	383.5575	0	355.4627	0	388.1003	0	363.387	0
cy3_hyb	80005	353.3114	0	366.6495	0	375.7955	0	400.5002	0	385.0892	0	399.6306	0	448.3867	0	415.1315	0	406.0105	0	378.6249	0	394.8463	0	400.536	0	279.2764	0	399.1033	0	358.3134	0	376.8699	0	361.3247	0	314.2067	0	251.3497	0	354.3476	0	374.9314	0	334.3423	0	363.7882	0	274.3292	0	457.2178	0	419.3629	0	383.0626	0	335.6168	0	382.1634	0	345.7921	0	407.6011	0	438.2204	0	352.6435	0	355.3665	0	349.2733	0	343.1918	0	523.7439	0	535.3439	0	404.5811	0	443.4374	0	351.3856	0	379.0029	0	445.3571	0	435.2299	0	405.6114	0	399.5458	0	401.6491	0	378.3542	0
cy3_hyb	100080005	317.9009	0	381.0796	0	403.5482	0	421.4818	0	404.0494	0	438.4752	0	412.787	0	437.6633	0	476.4245	0	355.0132	0	402.0044	0	433.577	0	315.8924	0	390.711	0	398.56	0	419.7756	0	341.5564	0	338.3374	0	287.5377	0	407.4364	0	381.8561	0	351.9035	0	371.688	0	294.4521	0	472.4429	0	421.09	0	447.9774	0	384.1781	0	379.1191	0	383.3671	0	374.1965	0	298.6334	0	246.4306	0	318.3036	0	342.7584	0	335.0813	0	489.156	0	533.7	0	446.7164	0	444.1842	0	392.4156	0	380.6978	0	520.324	0	407.0663	0	409.0543	0	395.3234	0	419.7002	0	412.3397	0
high_stringency_hyb	100370038	20442.58	0	20159.99	0	21131.41	0	23653.06	0	21494.28	0	22542.12	0	23666.61	0	24508.17	0	24361.69	0	20981.93	0	21911.86	0	24502.8	0	19087.25	0	21594.44	0	22110.51	0	20576.47	0	21196.67	0	20670.73	0	20798.23	0	23698.61	0	22197.41	0	20231.24	0	21887.88	0	20318.99	0	24113.58	0	24926.38	0	24749.19	0	23491.73	0	23089.58	0	22779.74	0	23763.42	0	16324.39	0	18255.59	0	21290.23	0	20312.5	0	20102.22	0	28911.93	0	26761.34	0	29103.03	0	28320.93	0	26745.63	0	24713.5	0	25456.87	0	25166.82	0	25135.81	0	24137.57	0	24379.22	0	24169.01	0
high_stringency_hyb	370038	14844.01	0	16376.21	0	17294.21	0	17662.17	0	17540.3	0	17444.59	0	19847.1	0	19152.78	0	19205.38	0	18297.2	0	18489.92	0	19048.55	0	14940.42	0	17204.16	0	15346.04	0	17516.43	0	15172.66	0	15615.36	0	14936.6	0	17009.55	0	16715.11	0	15768.05	0	15498.51	0	16448.14	0	21474.54	0	20063.81	0	19751.94	0	17914.21	0	18158.36	0	18765.11	0	18158.44	0	19377.87	0	17017.97	0	17337.18	0	16599.1	0	16663.37	0	24076.83	0	24477.01	0	23159.07	0	21069.39	0	17639.25	0	18461.55	0	18972.09	0	20022.95	0	19831.88	0	19357.34	0	19485.81	0	19117.16	0
housekeeping	101610157	18338.47	0	11465.23	0	58.54598	0.7079208	60.12054	0.3694307	60.1765	0.3168317	64.65386	0.2716584	19358.67	0	11532.34	0	68.31288	0.2877475	18450.26	0	11079.47	0	72.76877	0.2215347	16434.11	0	16860.38	0	16283.71	0	16382.78	0	15412.32	0	16804.27	0	17324.65	0	18228.73	0	17823.44	0	16342.82	0	17528.9	0	16374.05	0	17194.66	0	15373.39	0	18083.5	0	17244.7	0	16793	0	17075.08	0	18505.52	0	16806.57	0	16979.33	0	17672.01	0	17294.36	0	18218.39	0	18372.56	0	17604.39	0	17812.14	0	19371.45	0	15248.26	0	16075.15	0	16974.93	0	16509.69	0	16758.61	0	16959.77	0	16422.81	0	18366.66	0
housekeeping	1290119	19145.94	0	12056.94	0	94.18932	0.02660891	72.67207	0.09653465	67.32099	0.1398515	73.3481	0.1058168	21264.28	0	14042.96	0	85.20876	0.04084158	21192.52	0	13162.25	0	79.68653	0.1064356	17287.75	0	18443.62	0	17656.74	0	18618.21	0	18192.22	0	18444.63	0	18654.64	0	19233.52	0	20431.07	0	18997.48	0	19672.57	0	18076.3	0	18554.52	0	18626.15	0	17825.98	0	18285.39	0	17865.69	0	18531.33	0	18198.27	0	20201.42	0	17816.17	0	19879.38	0	18852.09	0	17678.44	0	22959.05	0	21337.17	0	18912.12	0	19314.81	0	16850.22	0	17031.62	0	19747.46	0	18917.72	0	17415.01	0	17935.53	0	18130.41	0	18265.68	0
housekeeping	1610157	19477.75	0	12006.9	0	76.72729	0.1435644	67.87401	0.1726485	68.94609	0.1169554	71.27922	0.1311881	20501.06	0	12927.29	0	68.53991	0.2815594	19720.43	0	12390.78	0	72.64165	0.2240099	16024.88	0	16872.45	0	17656.02	0	17267.52	0	16990.75	0	17208.31	0	17365.35	0	17410.16	0	19915.61	0	18319.72	0	19079.93	0	17778.5	0	17457.45	0	16628.12	0	17260.08	0	16812.73	0	17569.96	0	18204.33	0	18167.99	0	18190.15	0	17277.39	0	18229.35	0	17498.77	0	18066.72	0	21383.05	0	18681.01	0	17910.1	0	18966.73	0	18251.15	0	18657.44	0	17289.77	0	18511.36	0	16887.26	0	17825.93	0	17190.13	0	16975.69	0
housekeeping	101290119	13975.49	0	9276.698	0	55.5903	0.8032178	47.18683	0.8644802	49.43979	0.7493812	45.32366	0.9232673	15985.29	0	10116.16	0	53.27488	0.8502475	15010.46	0	9681.853	0	56.80607	0.7648515	12977.17	0	13857.9	0	14624.04	0	13374.03	0	12914.72	0	13533.83	0	14031.92	0	16024.62	0	14962.08	0	13667.35	0	13687.89	0	13914.53	0	13901.8	0	13332.48	0	14608.15	0	13941.68	0	13190.55	0	14146.67	0	14955.1	0	14403.68	0	13466.89	0	15352.28	0	14190.26	0	14036.43	0	15309.92	0	14134.41	0	14572.25	0	14982.42	0	12699.88	0	12232.14	0	14684.49	0	14318.12	0	13758.43	0	13814.5	0	14316.42	0	15178.42	0
housekeeping	101800178	1341.978	0	872.7623	0	56.17264	0.7821782	45.96509	0.8855198	50.25759	0.7147277	51.63212	0.7648515	1558.792	0	924.9834	0	56.76354	0.7456683	1453.893	0	829.0286	0	48.47105	0.9548267	1267.84	0	1289.068	0	1274.772	0	1218.483	0	1291.954	0	1252.096	0	1298.362	0	1393.101	0	1379.759	0	1242.766	0	1324.646	0	1256.763	0	1272.382	0	1158.193	0	1299.077	0	1357.983	0	1353.09	0	1328.003	0	1407.673	0	1394.087	0	1307.311	0	1366.046	0	1291.283	0	1280.024	0	1567.925	0	1333.389	0	1395.565	0	1395.567	0	1258.41	0	1178	0	1286.876	0	1369.593	0	1299.328	0	1330.28	0	1337.267	0	1394.189	0
housekeeping	1800178	938.6417	0	572.8256	0	45.48446	0.9795792	36.49067	0.9931931	33.44252	0.9981436	31.21319	1	1112.82	0	646.1814	0	40.93515	0.9938119	946.2057	0	603.3143	0	41.37076	0.9925743	722.2986	0	888.9374	0	889.6331	0	921.2047	0	809.9297	0	833.2567	0	866.9161	0	800.1556	0	972.2459	0	871.739	0	887.6372	0	852.3694	0	906.5587	0	870.7908	0	914.7207	0	933.5913	0	924.1424	0	959.4161	0	930.8054	0	926.3226	0	863.3484	0	943.4649	0	943.3829	0	840.2983	0	1007.259	0	960.1135	0	835.4496	0	960.6363	0	841.7792	0	891.5092	0	826.0975	0	837.7263	0	877.5154	0	852.1069	0	912.6974	0	990.4295	0
housekeeping	1930198	33203.38	0	23667.85	0	45.92109	0.9771039	34.33498	0.9962871	33.46212	0.9981436	40.08264	0.9820545	35104.92	0	24604.22	0	46.32125	0.9634901	36860.61	0	24693.99	0	45.40518	0.9758663	30383.9	0	32291.37	0	30429.73	0	34694.72	0	30841.94	0	28971.87	0	33546.75	0	32797.52	0	33421.7	0	33252.67	0	33922.74	0	33539.52	0	35488.75	0	31785.05	0	32854.76	0	31838.04	0	34054.98	0	35206.15	0	36733.15	0	34748.49	0	33633.22	0	35972.08	0	37010.4	0	36830.04	0	41781.52	0	38368.15	0	30205.41	0	36546.63	0	31413.56	0	38554.61	0	35202.98	0	33575.91	0	32631.61	0	34829.29	0	35051.64	0	34623.67	0
housekeeping	101930198	35391.99	0	25769.03	0	64.47641	0.4641089	39.03249	0.9814357	43.03707	0.9300743	43.9765	0.9436881	45619.51	0	29706.1	0	57.77299	0.7029703	39667.87	0	28177.99	0	53.58326	0.8725247	36684.55	0	36693.81	0	40202.67	0	37260.43	0	35629.52	0	35087.52	0	39420.71	0	42348.29	0	44356	0	37000.49	0	40482.07	0	39255.8	0	39716.33	0	35979.8	0	40159.31	0	38892.91	0	39060.27	0	42754.13	0	43635.3	0	39613.33	0	44341.77	0	43754.89	0	40420.28	0	41581.38	0	43415.26	0	39406	0	42649.16	0	43539	0	39469.49	0	34477.33	0	38154.89	0	38607.05	0	41686.48	0	38284.23	0	38779.26	0	40552.44	0
housekeeping	1950199	34886.79	0	28240.88	0	110.6719	0.005569307	58.01	0.4603961	50.15174	0.7184406	47.27048	0.8898515	43237.98	0	28191.42	0	114.2688	0.001856436	41512.08	0	29607.04	0	109.9478	0.004331683	31947.63	0	34831.69	0	34133.69	0	38554.29	0	35693.75	0	36421.12	0	40497.72	0	37649.26	0	43255.55	0	39415.41	0	38968.56	0	37910.47	0	40184.06	0	38046.7	0	39398.88	0	39315.82	0	38365.85	0	39040.88	0	41481.47	0	41335.97	0	44978.74	0	43980.83	0	41932.47	0	38050.7	0	48871.23	0	45416.82	0	40526.3	0	43691.82	0	38643.68	0	40086.21	0	39855.71	0	38356.8	0	37086.4	0	42194.81	0	43400.51	0	43265.48	0
housekeeping	101950199	47444.63	0	33850.61	0	168.9864	0.0006188119	82.6431	0.02660891	81.84865	0.02970297	78.4703	0.05693069	54533.26	0	37051.41	0	155.9018	0	48648.03	0	34948.93	0	169.4285	0.0006188119	40858.07	0	46911.17	0	43512.68	0	44807.26	0	45746	0	45517.6	0	50578.48	0	53798.65	0	52371.88	0	49574.79	0	52071.19	0	49646.05	0	50062.66	0	44397.35	0	48084.11	0	53003.88	0	45723.54	0	50181.3	0	54656.66	0	46509.52	0	51271.86	0	56860.43	0	47427.61	0	50767.36	0	53903.88	0	48293.73	0	54841.02	0	51897.07	0	50058.86	0	47264.78	0	46938.78	0	49363.18	0	49857.57	0	46322.32	0	48815.37	0	50900.86	0
housekeeping	100950078	23411.5	0	11890.19	0	58.99519	0.6893564	50.69233	0.7487624	49.50869	0.7475247	55.14447	0.644802	26377.75	0	12613.98	0	61.77025	0.519802	25985.27	0	11702.61	0	66.83031	0.3997525	24209.28	0	24258.58	0	24176.69	0	24285.61	0	22734.94	0	25545.21	0	26828.2	0	27613.57	0	27237.48	0	24480.77	0	26592.39	0	27914.99	0	23773.17	0	21183.86	0	26487.74	0	26272.8	0	25197.47	0	27210.88	0	26885.95	0	26221.05	0	26636.77	0	27846.49	0	26502.62	0	28572.07	0	28003.89	0	26042.97	0	26855.83	0	26743.22	0	24165.22	0	25014.27	0	23769.6	0	22791.82	0	23499.78	0	24227.39	0	23641.2	0	25024.71	0
housekeeping	950078	28208.68	0	12840.04	0	78.47358	0.1225248	68.47345	0.1590347	63.54982	0.2240099	65.28771	0.2580445	30476.76	0	13561.44	0	79.63654	0.07549505	29301.89	0	14342.88	0	73.46262	0.2060644	26829.36	0	27410.9	0	24509.57	0	27428.79	0	26416.19	0	29066.94	0	30521.13	0	30060.54	0	29779.33	0	29263.01	0	31326.29	0	30042.67	0	29489.24	0	28500.08	0	26997.84	0	27425.59	0	27570.82	0	29911.35	0	30965.47	0	29078.3	0	29788.53	0	32767.31	0	29252.36	0	30079.09	0	33000.13	0	30343.91	0	29047.55	0	30679.36	0	26061.85	0	28472.3	0	26053.82	0	25948.89	0	26619.39	0	25357.71	0	26280.11	0	26981.04	0
housekeeping	1130109	23829.79	0	10967.18	0	58.48788	0.7097772	50.40762	0.7636139	50.88045	0.6887376	54.65562	0.6571782	26975.21	0	12241.53	0	56.17942	0.7660891	25982.19	0	12058.77	0	62.56033	0.5532178	22179.63	0	22696.84	0	21499.18	0	22855.79	0	23075.53	0	23217.31	0	26344.01	0	24498.41	0	25164.47	0	24446.51	0	24368.03	0	24053.43	0	23341.13	0	22995.22	0	21903.58	0	22376.15	0	23890.6	0	25401.63	0	23598.26	0	24725.09	0	24985.37	0	26101.28	0	23678.01	0	24313.19	0	29028.76	0	25046.31	0	26086.83	0	27528.94	0	21701.01	0	21675.89	0	22594.58	0	21576.94	0	21804.5	0	22360.46	0	23090.02	0	23556.81	0
housekeeping	101130109	25074.51	0	12903.03	0	57.02861	0.7592822	53.5731	0.6429455	46.80059	0.8360149	56.39865	0.5891089	28502.49	0	14181.55	0	57.28018	0.7252475	26533.2	0	13403.09	0	56.45743	0.7722772	24321.12	0	25143.23	0	24525.67	0	24000.3	0	22448.81	0	24393.99	0	27069.85	0	27198.86	0	29392.12	0	26036.75	0	26361.95	0	26932.82	0	25076.24	0	23385.97	0	26201.25	0	26534.12	0	24604.75	0	26837.39	0	27127.95	0	26967.47	0	25875.33	0	28557.63	0	26025.79	0	27124.66	0	29249.83	0	27459.43	0	27898.25	0	25702.18	0	27748.25	0	27602.06	0	25036.41	0	23478.66	0	27252.66	0	23533.34	0	25395.42	0	26164.95	0
housekeeping	1810185	57.13443	0.9393564	47.62896	0.9870049	48.62974	0.9548267	41.67247	0.9585396	39.46415	0.9665841	42.03964	0.9641089	68.03282	0.8632426	56.05256	0.9665841	52.11431	0.8743812	61.43679	0.9189357	54.18724	0.9554455	45.24813	0.9758663	48.37217	0.9882426	57.40432	0.9022277	50.58332	0.9956683	60.15819	0.8923267	49.65202	0.9907178	59.81348	0.875	59.45547	0.8756188	54.17694	0.9628713	55.95315	0.9746287	57.50898	0.9399753	63.43209	0.8490099	51.90651	0.9777228	69.01109	0.8329208	53.45878	0.970297	57.68893	0.8886139	58.69124	0.8131188	57.07884	0.9585396	54.47868	0.9690594	65.31129	0.8360149	60.98906	0.9653465	49.036	0.9962871	57.38028	0.9195545	86.93185	0.8712871	67.59791	0.9238861	74.01098	0.875	67.43845	0.9232673	66.38963	0.8440594	61.65737	0.9294555	59.70729	0.8217822	63.64348	0.8867574	63.87371	0.8397277	61.56211	0.9325495	62.16249	0.8836634	58.09733	0.9535891	62.28689	0.9306931	62.2743	0.9028465
housekeeping	101840194	61.95898	0.8353961	63.66988	0.6602723	59.89479	0.654703	50.32736	0.7654703	47.67712	0.8081683	51.2206	0.7790841	74.73332	0.6646039	70.52477	0.582302	56.28452	0.7605198	65.99232	0.8106436	66.3075	0.6175743	60.83892	0.6157178	61.62608	0.7035891	63.02797	0.7568069	65.66978	0.7871287	74.36559	0.447401	67.99896	0.5699257	68.38228	0.6008663	68.61295	0.5365099	62.94041	0.7654703	66.13162	0.7735149	62.02648	0.8304455	70.02322	0.6355198	66.19217	0.6664604	77.22955	0.5606436	60.90396	0.8459159	72.02632	0.3644802	61.3313	0.7141089	66.48098	0.7332921	68.94442	0.6107673	66.7023	0.7914604	81.86229	0.3304456	59.98827	0.8663366	66.52644	0.6868812	93.63296	0.7048267	80.63078	0.5625	88.20536	0.4678218	72.10698	0.8490099	84.19437	0.3236386	79.95041	0.4535891	61.14694	0.7784653	78.29676	0.470297	63.33596	0.8545792	69.19484	0.7388614	64.66471	0.8180693	75.54071	0.4288366	73.18425	0.6033416	72.73665	0.5983911
