TargetID	ProbeID	1377192003_A.AVG_Signal	1377192003_A.Detection Pval	1377192003_B.AVG_Signal	1377192003_B.Detection Pval	1377192003_C.AVG_Signal	1377192003_C.Detection Pval	1377192003_D.AVG_Signal	1377192003_D.Detection Pval	1377192003_E.AVG_Signal	1377192003_E.Detection Pval	1377192003_F.AVG_Signal	1377192003_F.Detection Pval	1377192004_A.AVG_Signal	1377192004_A.Detection Pval	1377192004_B.AVG_Signal	1377192004_B.Detection Pval	1377192004_C.AVG_Signal	1377192004_C.Detection Pval	1377192004_D.AVG_Signal	1377192004_D.Detection Pval	1377192004_E.AVG_Signal	1377192004_E.Detection Pval	1377192004_F.AVG_Signal	1377192004_F.Detection Pval	1377192007_A.AVG_Signal	1377192007_A.Detection Pval	1377192007_B.AVG_Signal	1377192007_B.Detection Pval	1377192007_C.AVG_Signal	1377192007_C.Detection Pval	1377192007_D.AVG_Signal	1377192007_D.Detection Pval	1377192007_E.AVG_Signal	1377192007_E.Detection Pval	1377192007_F.AVG_Signal	1377192007_F.Detection Pval	1377192008_A.AVG_Signal	1377192008_A.Detection Pval	1377192008_B.AVG_Signal	1377192008_B.Detection Pval	1377192008_C.AVG_Signal	1377192008_C.Detection Pval	1377192008_D.AVG_Signal	1377192008_D.Detection Pval	1377192008_E.AVG_Signal	1377192008_E.Detection Pval	1377192008_F.AVG_Signal	1377192008_F.Detection Pval	1377192013_A.AVG_Signal	1377192013_A.Detection Pval	1377192013_B.AVG_Signal	1377192013_B.Detection Pval	1377192013_C.AVG_Signal	1377192013_C.Detection Pval	1377192013_D.AVG_Signal	1377192013_D.Detection Pval	1377192013_E.AVG_Signal	1377192013_E.Detection Pval	1377192013_F.AVG_Signal	1377192013_F.Detection Pval	1377192014_A.AVG_Signal	1377192014_A.Detection Pval	1377192014_B.AVG_Signal	1377192014_B.Detection Pval	1377192014_C.AVG_Signal	1377192014_C.Detection Pval	1377192014_D.AVG_Signal	1377192014_D.Detection Pval	1377192014_E.AVG_Signal	1377192014_E.Detection Pval	1377192014_F.AVG_Signal	1377192014_F.Detection Pval	1377192019_A.AVG_Signal	1377192019_A.Detection Pval	1377192019_B.AVG_Signal	1377192019_B.Detection Pval	1377192019_C.AVG_Signal	1377192019_C.Detection Pval	1377192019_D.AVG_Signal	1377192019_D.Detection Pval	1377192019_E.AVG_Signal	1377192019_E.Detection Pval	1377192019_F.AVG_Signal	1377192019_F.Detection Pval	1377192020_A.AVG_Signal	1377192020_A.Detection Pval	1377192020_B.AVG_Signal	1377192020_B.Detection Pval	1377192020_C.AVG_Signal	1377192020_C.Detection Pval	1377192020_D.AVG_Signal	1377192020_D.Detection Pval	1377192020_E.AVG_Signal	1377192020_E.Detection Pval	1377192020_F.AVG_Signal	1377192020_F.Detection Pval
negative	2760270	66.15899	0.6949257	64.14047	0.6460396	55.46648	0.8075495	48.57219	0.8242574	50.6466	0.697401	50.5511	0.8063119	74.29217	0.6825495	72.61047	0.5018564	55.13172	0.8044555	69.52945	0.6850247	62.9002	0.7462871	55.884	0.7945545	61.00975	0.7283416	59.70781	0.8527228	69.63402	0.6571782	68.97175	0.6293317	68.36335	0.5488861	63.1188	0.7747525	67.03078	0.6095297	67.32238	0.6070545	66.65769	0.7611386	65.21479	0.7264851	71.48415	0.5860149	65.73302	0.6837871	92.29877	0.1497525	68.85858	0.5606436	62.85852	0.7382426	66.11501	0.5377475	64.37762	0.8118812	65.67914	0.7320545	69.10221	0.7141089	66.48377	0.8613861	61.27328	0.8341584	69.28201	0.5798267	90.22918	0.8044555	78.02791	0.6596535	80.44404	0.7048267	81.70539	0.5798267	70.15981	0.7518564	73.13754	0.6707921	67.7914	0.5556931	65.04002	0.8508663	68.66331	0.6714109	70.80436	0.6763614	60.2087	0.9189357	65.98452	0.7964109	68.13953	0.7982673	68.9691	0.7252475
negative	102060056	72.77122	0.4362624	69.27794	0.4529703	69.42012	0.292698	56.66034	0.5092822	64.88764	0.1980198	63.72844	0.3007426	76.70231	0.5909653	77.27299	0.3360148	62.94287	0.4696782	79.53528	0.3087871	72.63003	0.3787129	64.86002	0.4597772	64.39903	0.5996287	75.62482	0.3168317	78.73979	0.3483911	81.92931	0.2419554	77.52783	0.2660891	71.26465	0.4925742	73.03607	0.3818069	70.11521	0.5061881	74.53387	0.4665841	70.55163	0.5142327	71.29033	0.5909653	82.00027	0.1924505	87.36892	0.2438119	90.32092	0.07920792	71.58384	0.3855198	74.42931	0.2877475	85.59997	0.147896	77.7561	0.3063119	89.66014	0.1324257	77.04646	0.4981436	76.44819	0.2914604	79.16712	0.2388614	118.2236	0.1293317	90.06498	0.2766089	92.74159	0.365099	98.87326	0.1695545	88.28339	0.2357673	79.37513	0.470297	82.20567	0.1844059	85.90791	0.2728961	84.02927	0.1831683	79.32607	0.3483911	79.83253	0.2821782	72.35247	0.5358911	82.68358	0.2778465	82.42603	0.2877475
negative	2060056	56.03448	0.947401	59.12156	0.8335396	55.14069	0.8186881	45.25271	0.8985149	47.22813	0.8230198	41.5279	0.9690594	56.17521	0.9919555	51.92845	0.9888614	49.90449	0.9139851	58.82349	0.9529703	50.91119	0.9814357	54.59814	0.8440594	54.22255	0.9238861	49.23375	0.9863861	62.44568	0.8780941	56.94701	0.9486386	58.23792	0.884901	62.65676	0.7951733	50.70699	0.9863861	62.08963	0.7914604	63.1621	0.8570545	53.79013	0.9758663	63.71964	0.8372525	55.96026	0.9325495	69.27387	0.8186881	48.99296	0.9969059	55.41186	0.9375	60.4702	0.7487624	64.29559	0.8149753	51.10258	0.990099	56.18943	0.9814357	62.90548	0.9368812	55.21877	0.9560643	51.48281	0.9839109	91.13215	0.7790841	68.26448	0.9152228	67.58128	0.9659653	68.51832	0.9096535	60.17943	0.9560643	66.06161	0.8694307	51.32962	0.9696782	56.36	0.9764851	54.47309	0.9876238	62.27521	0.9152228	67.158	0.7277228	51.90126	0.9925743	62.02547	0.9344059	56.53965	0.9733911
negative	106980156	72.2002	0.4554456	63.49875	0.6664604	58.25339	0.7153465	53.69598	0.6367574	51.12699	0.6782178	56.19547	0.5971535	66.32197	0.9009901	63.61022	0.8285891	49.83447	0.9164604	65.41514	0.8360149	64.10136	0.7023515	49.7254	0.9381188	66.75099	0.5049505	63.42757	0.7450495	68.6936	0.6912129	57.54103	0.9430693	56.30274	0.9251238	76.85942	0.3149753	67.72943	0.5767327	65.97782	0.6646039	65.97777	0.7809406	69.44386	0.5581683	72.29137	0.5556931	56.92044	0.9189357	70.81511	0.7858911	57.96988	0.9139851	62.11803	0.7636139	56.57571	0.8731436	67.1217	0.7060643	68.4567	0.6342822	67.99319	0.7543317	71.15661	0.7227723	61.81796	0.8155941	68.24471	0.6268564	93.49083	0.7085396	79.37164	0.6033416	74.0479	0.8743812	78.80121	0.6720297	71.15739	0.7252475	67.48898	0.8335396	50.89844	0.9733911	71.79892	0.6689357	65.98415	0.7735149	70.28777	0.6967822	71.39149	0.5655941	66.22009	0.7902228	72.80737	0.6206683	71.41782	0.6435643
negative	6980156	66.75638	0.6707921	60.4791	0.7747525	56.5384	0.7722772	59.94489	0.3756188	49.15183	0.759901	55.35265	0.6373762	75.69573	0.6318069	71.88619	0.5247525	60.00205	0.6064357	69.22686	0.6930693	61.79224	0.7778465	55.68662	0.8069307	64.63047	0.5891089	59.93602	0.8446782	73.68314	0.5117574	73.76234	0.4634901	66.11275	0.6460396	64.98372	0.7196782	68.49345	0.5402228	66.1627	0.6584159	77.27746	0.3910891	66.91958	0.6584159	63.6493	0.8409653	68.94126	0.5649753	76.95165	0.5693069	63.48667	0.7667079	63.08325	0.7295792	66.76432	0.5204208	60.01585	0.9201733	70.54971	0.5439357	70.80211	0.6497525	65.07713	0.8966584	71.54087	0.4368812	62.19339	0.8285891	90.1095	0.8087871	77.58924	0.6763614	93.28035	0.3483911	70.08593	0.8898515	77.41456	0.5414604	66.16067	0.8675743	61.30536	0.7747525	70.36569	0.7153465	67.8898	0.6998762	65.57493	0.8539604	70.45428	0.6027228	69.01612	0.6726485	74.45634	0.5631188	70.35916	0.6831683
negative	630136	79.60642	0.2289604	83.63069	0.1126238	78.33302	0.1262376	66.42602	0.1943069	61.81566	0.2691832	71.52052	0.1299505	96.36977	0.1163366	88.85132	0.1058168	68.49	0.2821782	79.76739	0.302599	80.95863	0.1639851	83.97519	0.06930693	79.76731	0.164604	83.99123	0.1466584	74.34653	0.4832921	69.52763	0.6107673	80.54303	0.1949257	83.33384	0.1732673	72.33253	0.4034654	84.93232	0.1367574	84.90561	0.1992574	68.27192	0.6064357	74.87785	0.4597772	86.74708	0.1243812	89.57854	0.200495	88.48957	0.08972772	67.21282	0.5581683	72.08302	0.3483911	93.97314	0.06745049	79.864	0.2555693	77.74368	0.3910891	90.73434	0.1330446	82.65455	0.1509901	84.14612	0.1522277	113.5129	0.1837871	92.35904	0.2264851	93.04826	0.3570544	102.256	0.1336634	73.62793	0.6522277	91.81548	0.1856436	82.30023	0.1819307	76.69868	0.5123762	81.24936	0.2388614	94.50198	0.09034654	73.27398	0.4944307	78.37277	0.3292079	79.24385	0.3830445	80.48624	0.3310643
negative	100630136	85.9732	0.1262376	91.12125	0.05816832	87.30726	0.05321782	80.38453	0.03527228	73.77664	0.06373762	73.6542	0.102104	102.1397	0.06992574	98.71478	0.04022277	85.46419	0.03898515	96.45842	0.06868812	87.09766	0.08972772	85.30154	0.06002475	94.96793	0.04207921	84.61281	0.1398515	97.64456	0.06559406	98.61086	0.05569307	91.52429	0.07178218	91.60027	0.0990099	91.88438	0.07054456	92.817	0.06868812	94.45834	0.08539604	87.84468	0.1045792	97.47576	0.07054456	86.14132	0.1311881	103.6328	0.06435644	80.40311	0.1998762	100.5799	0.02165841	84.2437	0.0990099	92.3577	0.08106436	95.55215	0.06188119	91.73869	0.1126238	89.74357	0.1491337	106.0049	0.0210396	91.11075	0.07982673	131.3369	0.0519802	96.74426	0.147896	126.7739	0.03712871	102.4621	0.1324257	86.89456	0.2611386	94.54949	0.1454208	100.4408	0.04022277	94.95074	0.1268564	94.93744	0.06868812	112.6889	0.01980198	99.54942	0.05012376	109.852	0.02165841	91.55285	0.1287129	100.0555	0.07054456
negative	102690592	72.1711	0.457302	75.98717	0.2382426	60.4697	0.6330445	68.73817	0.1522277	63.77462	0.2165842	63.8024	0.2970297	71.35178	0.7840347	69.23901	0.6305693	61.76398	0.5210396	74.9649	0.4678218	70.41458	0.4603961	68.77371	0.3310643	72.75395	0.3056931	71.35907	0.4529703	76.06532	0.4263614	74.44574	0.4455445	67.05513	0.6064357	83.84647	0.1639851	71.05951	0.4436881	74.35819	0.3521039	77.65439	0.3793317	69.85664	0.5389851	71.71574	0.5804455	68.52246	0.5785891	80.35549	0.4554456	76.97832	0.2710396	66.20529	0.5983911	62.12163	0.6887376	77.08676	0.3508663	70.21455	0.5612624	77.3754	0.4034654	77.0816	0.496906	73.44495	0.3768564	86.27527	0.1280941	97.1529	0.5915841	82.17857	0.5136139	92.02156	0.3824258	94.66943	0.2314356	93.9682	0.1516089	84.97028	0.3069307	77.15717	0.2759901	79.45439	0.4375	73.71786	0.4758663	94.05357	0.09344059	80.38636	0.2716584	89.07529	0.1175743	78.60693	0.4096535	77.33517	0.4282178
negative	2690592	65.56094	0.7184406	58.93783	0.8366337	54.26336	0.8440594	49.45162	0.7908416	48.5377	0.7790841	58.64467	0.4913366	73.65792	0.7060643	74.40578	0.4300742	61.04153	0.5556931	62.12198	0.9071782	58.82995	0.8694307	53.79043	0.8694307	57.75109	0.8353961	55.09819	0.9375	67.69988	0.7264851	59.34145	0.9139851	59.74415	0.8545792	62.23909	0.8044555	59.94353	0.8669555	62.29302	0.7852723	65.33887	0.8087871	61.72356	0.8397277	63.74837	0.8366337	61.88623	0.8069307	68.78772	0.8360149	61.41736	0.8341584	65.42001	0.6342822	61.64497	0.7017327	66.03127	0.7530941	60.68074	0.8719059	62.18587	0.907797	68.97772	0.7939357	58.18779	0.904703	58.09148	0.9090347	88.74921	0.8353961	74.71935	0.7586634	74.92696	0.8558168	73.53053	0.8162129	66.41673	0.8440594	65.61962	0.8799505	62.81042	0.7314357	70.11787	0.7227723	69.17136	0.6503713	59.14057	0.9603961	54.00958	0.9832921	62.70125	0.8774753	68.10767	0.7995049	62.48052	0.8978961
negative	101190315	87.0325	0.1157178	85.93286	0.09034654	76.35777	0.1503713	75.66475	0.06621287	66.81503	0.1503713	81.22713	0.03960396	100.3057	0.08168317	84.67465	0.1683168	72.50761	0.1813119	95.52101	0.07054456	89.51441	0.07116336	87.15413	0.04826733	82.78577	0.1181931	81.94056	0.1726485	90.84531	0.1206683	91.55094	0.09715346	93.46828	0.06373762	93.74221	0.0779703	85.66241	0.1169554	87.73246	0.105198	89.19037	0.1373762	80.81567	0.1986386	87.28954	0.1621287	98.74147	0.04579208	96.32922	0.1089109	83.81224	0.1404703	82.45346	0.1361386	80.71763	0.1398515	92.48878	0.0779703	92.68932	0.07611386	76.80557	0.4238862	98.45059	0.06745049	89.52248	0.08106436	93.82743	0.06621287	128.3591	0.06559406	107.4007	0.06992574	109.0039	0.1138614	106.6498	0.09777228	111.6279	0.03960396	114.64	0.03527228	85.41127	0.1398515	93.7656	0.1404703	95.57249	0.06373762	96.31177	0.0779703	97.18724	0.0625	85.62284	0.1652228	91.94667	0.1212871	89.29262	0.1602723
negative	1190315	64.59068	0.7592822	58.93765	0.8372525	48.82473	0.9529703	51.38069	0.7240099	48.87327	0.7691832	48.75237	0.8527228	70.94543	0.7945545	63.32498	0.8428218	54.89341	0.8106436	63.55148	0.8855198	59.16911	0.8589109	57.29727	0.7512376	58.91842	0.8075495	63.3154	0.7481436	81.84921	0.2617574	77.3684	0.3613862	65.74706	0.6646039	72.2542	0.4560643	66.40155	0.6379951	71.52995	0.4498762	80.90829	0.2858911	69.06998	0.5742574	63.67968	0.8391089	64.87033	0.7128713	68.85079	0.8353961	69.84733	0.5210396	61.78945	0.7766089	61.29153	0.7178218	57.38606	0.9560643	66.18732	0.7153465	69.23664	0.7085396	68.08491	0.8180693	71.13718	0.457302	56.6755	0.9294555	91.3746	0.7710396	77.70736	0.6720297	74.82674	0.8582921	66.8483	0.9344059	64.95603	0.8824257	74.04956	0.644802	63.76712	0.6980198	63.49532	0.8910891	69.04784	0.6565594	56.96061	0.9826733	64.14707	0.8341584	67.20641	0.7462871	76.02049	0.4975247	72.35052	0.6157178
negative	103170315	64.49077	0.7617574	69.62831	0.440594	60.21447	0.6423267	65.84216	0.2066832	66.57854	0.1590347	70.67459	0.1435644	82.00521	0.4133663	79.17746	0.2834159	65.46935	0.3805693	72.17184	0.5767327	75.84578	0.2747525	73.93015	0.1936881	76.05208	0.2363861	72.25535	0.4127475	75.15467	0.4579208	79.28342	0.3087871	77.52512	0.2667079	73.98495	0.4034654	74.5998	0.3304456	71.82855	0.4399753	75.84632	0.4294555	68.36923	0.6021039	75.65697	0.4337871	79.53179	0.2481436	81.59805	0.4084159	73.73399	0.3805693	72.80613	0.3391089	73.4174	0.3131188	78.48736	0.3118812	70.31008	0.5556931	79.91144	0.3310643	84.666	0.2475248	72.00329	0.4238862	82.52582	0.177599	86.07271	0.8886139	80.97625	0.5507426	95.39028	0.3050742	87.95935	0.3756188	79.62143	0.4678218	84.14297	0.3298267	63.42396	0.7128713	65.85004	0.8304455	79.16822	0.2908416	78.79701	0.3694307	68.16191	0.6856436	82.01031	0.2320545	71.53761	0.6732673	73.34985	0.5711634
negative	3170315	57.72479	0.9300743	53.84323	0.9362624	50.74352	0.9201733	46.04559	0.8830445	47.66222	0.8087871	53.68294	0.6936881	72.31845	0.7543317	57.1376	0.9591584	48.67864	0.9368812	55.58246	0.9808168	64.05764	0.7042079	55.41925	0.8242574	58.09625	0.8273515	57.49009	0.9022277	62.38734	0.8793317	53.61924	0.9783416	54.68954	0.9486386	54.26198	0.9610149	59.79843	0.8694307	58.9295	0.8780941	57.41372	0.9560643	57.67861	0.9375	55.97429	0.970297	50.86431	0.9839109	64.96959	0.9313119	58.31799	0.9071782	56.84969	0.9071782	51.11376	0.9647277	61.65523	0.8904703	52.39329	0.9826733	61.02454	0.9300743	59.84451	0.9715347	58.3275	0.9009901	56.4206	0.9368812	84.41109	0.9189357	65.39001	0.9498762	70.47585	0.9325495	73.5768	0.8143564	63.04605	0.9189357	55.017	0.9882426	54.71484	0.9214109	49.58313	0.9975247	61.41479	0.8978961	61.78218	0.9238861	55.19038	0.9758663	54.16988	0.9832921	61.85741	0.9356436	59.85969	0.9449257
negative	4050347	66.40686	0.6813119	71.64535	0.3712871	64.24919	0.4721535	57.58427	0.4733911	53.77716	0.5711634	62.18644	0.3514852	67.98281	0.865099	63.492	0.8353961	60.40245	0.5860149	66.5799	0.7871287	62.74537	0.75	67.05908	0.3917079	74.1041	0.2759901	60.62133	0.8261139	79.36977	0.3248762	70.37988	0.5860149	63.3107	0.7555693	67.95782	0.6163366	62.95849	0.7728961	63.03382	0.7636139	66.73724	0.7555693	67.68177	0.6268564	73.17258	0.5210396	58.6041	0.8886139	75.49265	0.6280941	71.76351	0.4381188	66.21588	0.5971535	68.28466	0.4678218	68.89539	0.6392327	65.31374	0.7413366	77.33521	0.4059406	75.12209	0.5761139	77.36645	0.2654703	69.42738	0.5686881	105.2849	0.3620049	86.07407	0.3886138	90.11619	0.4288366	89.94838	0.3316832	74.82622	0.6206683	76.70773	0.5488861	65.51478	0.6373762	83.66066	0.3205445	81.96116	0.2227723	76.3565	0.4597772	67.94933	0.6980198	75.63565	0.427599	76.09778	0.4956683	74.1356	0.5402228
negative	104050347	81.70046	0.1943069	84.7234	0.09962871	78.74074	0.1194307	70.39355	0.1262376	65.2864	0.1850248	75.56348	0.08044554	93.51908	0.1472772	95.31393	0.05507426	70.0334	0.2419554	81.52901	0.2512376	76.46223	0.2580445	70.83887	0.2735148	82.20634	0.1243812	79.64367	0.2159653	87.76688	0.157797	91.62148	0.09529703	82.00497	0.1695545	91.30262	0.1002475	90.23452	0.08044554	75.0717	0.3372525	91.36445	0.1132426	87.72386	0.105198	97.1497	0.0730198	90.72416	0.08539604	113.5855	0.02722772	83.33623	0.1497525	94.66133	0.04579208	77.72826	0.1980198	70.34349	0.5853961	83.84232	0.1726485	84.87968	0.2153465	91.90374	0.1181931	86.29338	0.1027228	89.6709	0.09529703	143.0053	0.02351485	96.19616	0.1571782	107.1485	0.1299505	98.39072	0.1757426	91.6645	0.1794554	104.9891	0.06435644	82.56045	0.177599	89.32957	0.2091584	89.85049	0.1045792	91.90694	0.1126238	85.0809	0.1751238	84.38311	0.1912129	95.03541	0.09282178	97.06622	0.08292079
negative	105670315	91.48682	0.07858911	94.6987	0.04517327	87.35379	0.05259901	76.3251	0.06126238	78.19066	0.03960396	79.45755	0.05074257	99.873	0.08725248	101.2742	0.03341584	71.87096	0.1924505	78.68112	0.3341584	83.54126	0.1256188	79.09848	0.1101485	93.17144	0.05074257	90.4658	0.08415841	97.56643	0.06621287	85.11373	0.1800743	98.94371	0.04517327	92.83591	0.08539604	92.25488	0.06806931	91.23027	0.08106436	98.48941	0.05816832	92.41528	0.07735149	96.90147	0.07487623	90.37142	0.08910891	106.4056	0.05259901	93.50526	0.0625	90.74727	0.06373762	90.30712	0.06435644	93.49125	0.06868812	97.8728	0.0519802	98.28024	0.06745049	96.508	0.07549505	87.42758	0.09282178	93.32095	0.06683169	143.5186	0.02227723	111.6986	0.05012376	115.3113	0.06992574	105.0711	0.1089109	91.19363	0.1850248	97.49329	0.1163366	96.95667	0.05074257	87.9019	0.2332921	91.95257	0.08477723	95.18291	0.08477723	102.7114	0.03712871	98.74548	0.05074257	101.702	0.05754951	95.76128	0.09034654
negative	5670315	87.41794	0.112005	82.72485	0.1262376	65.89386	0.4139852	65.14749	0.2221535	67.08907	0.1454208	70.71213	0.1429455	100.1055	0.08292079	83.36499	0.1905941	62.07833	0.5080445	83.84273	0.2011139	67.81811	0.5594059	63.80013	0.5024753	73.82494	0.2790841	88.58086	0.09653465	91.13507	0.115099	91.41326	0.09839109	87.74847	0.09653465	88.54713	0.1175743	92.25966	0.06745049	87.36353	0.1089109	85.11793	0.1949257	78.02242	0.2648515	91.2635	0.1163366	80.48047	0.2209158	94.35622	0.1274752	88.10759	0.09220297	75.81062	0.2574258	75.87689	0.2456683	81.63598	0.2221535	84.74332	0.1540842	90.21207	0.125	92.92536	0.1070545	80.94536	0.1850248	86.40722	0.1243812	112.8151	0.197401	102.1921	0.09405941	110.6649	0.0990099	107.6951	0.09096535	92.30662	0.1683168	93.26933	0.1590347	86.94646	0.1231436	81.82687	0.365099	89.66344	0.1082921	81.95641	0.2865099	80.63451	0.2667079	82.81548	0.2190594	92.87294	0.1138614	91.81325	0.1280941
negative	106220041	83.52823	0.1621287	75.07754	0.2586634	70.24712	0.2704208	45.64773	0.8910891	51.474	0.6584159	55.16722	0.644802	84.24361	0.3446782	81.00021	0.2388614	66.13071	0.3601485	77.6645	0.3731436	83.80217	0.1225248	71.11151	0.2648515	73.52396	0.292698	76.04344	0.3063119	82.67992	0.2413366	91.75731	0.09344059	82.54871	0.1627475	79.38715	0.2431931	85.25364	0.1219059	83.29353	0.1590347	73.40231	0.5061881	75.13136	0.3545792	78.39837	0.3483911	73.58467	0.4102723	77.70502	0.5488861	70.97721	0.4659654	71.9606	0.3681931	70.0606	0.4022277	72.60709	0.4931931	75.94079	0.3632426	81.79722	0.2883663	82.04102	0.3254951	71.83567	0.4263614	73.75377	0.4090346	103.0282	0.4115099	82.59342	0.5024753	94.25971	0.3285891	92.32912	0.2821782	79.44415	0.4709159	84.99852	0.3063119	73.3769	0.3774753	82.39597	0.3521039	85.18219	0.1621287	78.8642	0.3663366	83.26266	0.2128713	80.61034	0.2648515	80.90194	0.332302	77.47058	0.4257426
negative	100940463	60.60769	0.8675743	61.21748	0.7444307	55.55043	0.8038366	49.98536	0.7772277	52.17756	0.6256188	51.26074	0.7778465	72.78945	0.740099	65.8063	0.7580445	49.67403	0.9183168	65.45099	0.8341584	62.90992	0.7456683	55.54401	0.8155941	60.80202	0.7357673	61.14533	0.8087871	62.68993	0.8731436	67.71657	0.6683168	64.02468	0.7252475	61.3622	0.8360149	61.28315	0.8292079	57.6962	0.9090347	64.98791	0.8186881	59.98551	0.8917079	63.56986	0.8440594	55.44674	0.9387376	69.76485	0.8100247	71.85612	0.4337871	56.29645	0.9269802	62.40518	0.6800743	75.69801	0.3929456	67.60281	0.6695545	59.63033	0.9504951	67.43317	0.8360149	63.37126	0.7629951	62.5923	0.8168317	83.4133	0.9331683	71.16116	0.8601485	80.05573	0.7184406	73.1351	0.8267327	57.37035	0.9783416	69.86299	0.7704208	71.84743	0.4251238	67.32115	0.7945545	68.55579	0.677599	70.49916	0.6905941	66.45699	0.7568069	77.17818	0.371906	64.6739	0.8892327	65.9201	0.8131188
negative	940463	60.67821	0.865099	64.47036	0.6293317	66.63856	0.3873762	61.12095	0.3384901	58.36475	0.3762376	62.49019	0.3440594	66.2532	0.9028465	71.71445	0.5315594	61.95014	0.5142327	64.82115	0.8465347	67.89662	0.5556931	73.16602	0.2122525	58.77937	0.8125	63.90151	0.7332921	69.2074	0.6745049	66.2604	0.7221535	63.81851	0.7351485	61.73698	0.8193069	65.39342	0.6788366	69.0867	0.5445545	63.91226	0.8446782	72.26175	0.4517327	70.5288	0.615099	65.65572	0.6881188	78.98237	0.5049505	66.92023	0.6478961	63.62074	0.7097772	69.59209	0.4146039	81.7997	0.2190594	62.17254	0.8378713	72.67306	0.5779703	71.90137	0.6899753	71.16296	0.4566832	59.89848	0.8762376	105.4292	0.3589109	79.91419	0.5909653	89.16296	0.4535891	87.63811	0.3811881	81.10229	0.4139852	84.28341	0.3230198	62.30156	0.7469059	74.75214	0.5668317	69.56105	0.6392327	69.06215	0.7413366	74.39252	0.4554456	70.3656	0.6206683	73.69264	0.5891089	77.39279	0.4269802
negative	105220397	72.78323	0.4356436	77.68452	0.197401	62.62254	0.5544555	67.77454	0.1738861	58.05266	0.3917079	68.03381	0.1899752	81.99731	0.4139852	71.75113	0.5309406	66.77258	0.3391089	78.04108	0.3601485	72.82558	0.3725247	65.8335	0.434406	66.05854	0.5315594	76.74833	0.2803218	77.86532	0.3725247	80.78583	0.2728961	73.21466	0.3768564	72.50266	0.4486386	80.04317	0.2035891	55.22972	0.9511139	79.85574	0.3143564	70.10915	0.5309406	76.04002	0.4183168	72.40953	0.4504951	80.5906	0.4461634	66.70708	0.6571782	66.44191	0.5884901	75.58144	0.2555693	76.90408	0.3545792	76.90887	0.332302	74.41968	0.5092822	80.94283	0.3626238	74.85027	0.3372525	70.29671	0.5315594	84.68124	0.9146039	74.16455	0.779703	89.46955	0.4486386	87.32943	0.3960396	72.33663	0.6881188	75.6387	0.5835396	69.13715	0.5086634	68.7097	0.7629951	73.40629	0.4882426	79.03509	0.3595297	69.37407	0.6404703	77.17212	0.3731436	76.94353	0.4591584	80.20923	0.3409654
negative	5220397	184.3659	0.001237624	137.6913	0.004950495	94.75871	0.02537129	89.3708	0.01175743	88.15128	0.009282178	90.39665	0.01608911	184.2466	0.002475247	142.6148	0.004331683	88.97382	0.0259901	176.5664	0.002475247	145.4227	0.002475247	103.2539	0.006806931	159.8251	0.002475247	164.8631	0.003712871	165.877	0.003712871	161.6269	0.003712871	155.2099	0.002475247	147.6579	0.004950495	157.1433	0.002475247	174.069	0.001856436	158.8582	0.003094059	164.152	0.003094059	159.9954	0.004950495	179.0311	0.001856436	174.9412	0.003712871	181.2716	0.001237624	159.8823	0.003712871	165.2544	0.002475247	155.7192	0.003712871	167.3959	0.002475247	163.4111	0.004331683	176.1034	0.002475247	157.3639	0.003712871	166.539	0.003712871	202.6456	0.001856436	184.0301	0.001237624	215.9597	0.002475247	192.9745	0.003094059	193.2564	0.003094059	167.1481	0.005569307	164.1075	0.003712871	166.0426	0.004331683	172.744	0.001856436	173.8165	0.001856436	153.3787	0.004950495	164.7542	0.001856436	170.968	0.004331683	179.4539	0.001237624
negative	101740300	64.86469	0.7481436	63.55492	0.6646039	64.1888	0.4758663	59.75257	0.3805693	54.39259	0.552599	50.85538	0.7951733	80.79457	0.4529703	75.95287	0.3811881	64.07199	0.434406	74.80496	0.4746287	65.74081	0.6441832	59.31469	0.6732673	63.55746	0.6219059	54.77147	0.9424505	65.98533	0.7766089	72.32998	0.5148515	68.63419	0.5352723	68.75321	0.5878713	66.01433	0.6534653	69.27995	0.5383663	71.98382	0.5612624	65.80444	0.7042079	66.73904	0.7475247	68.20583	0.5928218	63.17267	0.9535891	73.26099	0.3960396	69.27769	0.4696782	59.08049	0.7945545	69.19754	0.6274753	59.74969	0.8929455	67.66946	0.7617574	79.43348	0.4102723	68.57657	0.5618812	73.61739	0.4158416	107.4089	0.3075495	78.90451	0.6274753	86.19505	0.5365099	74.11791	0.7970297	73.93543	0.6441832	67.53635	0.832302	62.16145	0.7518564	66.39494	0.8186881	62.29405	0.8768564	78.20248	0.3929456	65.82023	0.7815594	75.92029	0.4183168	78.58301	0.4102723	77.35455	0.427599
